fname,dialogue,summary,topic
train_35_aug,"#Person1#: 텔레비전 보는 게 지겹다. 오늘 밤 영화관.#Person2#: 좋아. 갈까? 아니면 근처에 괜찮은 영화 있는지 알아볼까?#Person1#: 너무 돈 많이 안 쓰고 싶어. 근처 극장의 상영작이?#Person2#: 여기 있어, 잠깐만. 여섯 번째 칸에 있네. 라일톤 말하는 거야? 괜찮은 영화가 있어.#Person1#: 거긴 너무 멀고, 힘들어.#Person2#: 그럼 그랜드 ' 바람과 함께 사라지다 ' 하는데?#Person1#: 몇 년 전에 봤는데, 굳이 다시 보고 싶지는 않아. 게다가 너무. 자정까지 집에 못 와.#Person2#: 센터에서는 호러 영화 해. 보고 싶어?#Person1#: 절대 싫어. 그럼 밤에 잠 자.#Person2#: 그게. 시내로 가는 걸로 결정하지 않으면 말이야.#Person1#: 아뇨, 그럴 순 없어. 분명히 못 본 있을 텐데.#Person2#: 여기, 네가 직접 찾아봐, 못 찾겠어.#Person1#: 이걸!#Person2#: ?#Person1#: 텔레비전 시간표에 오늘 밤 경기가 있어.#Person2#: 영화 보고 있었어.#Person1#: 알지만, 그냥 봤어. 보스턴이랑 경기하네.#Person2#: 좋다. 나도 보고 싶어.#Person1#: 그래, 집에 있자. 금요일에 영화관 가자.","#Person1#과 #Person2#는 신문을 보며 영화를 찾던 중 적당한 영화를 찾지 못하고, 결국 오늘 밤 야구 경기를 집에서 보기로 결정합니다.",영화 선택과 대체 계획
train_36_aug,"#Person1#: 저기, 리사, 뭐 보고?#Person2#: 일본 영화야. 내년에 일본에 갈 건데, 그 나라 문화를 알 필요가 있어서.#Person1#: 그러니까 합격했단 말이야?#Person2#: .#Person1#: 대단하다. 설레겠네.#Person2#: 설레기도 하고 긴장되기도 해. 회화 실력을 좀 길러야 하거든.#Person1#: 일본어 얼마나?#Person2#: 지금은 조금밖에 못해. 하지만 다음 특별한 어학 수업 들을 예정이야.#Person1#: 넌 외국어를 참. 나도 유학 가고 싶어.#Person2#: 그럼 왜 안? 학교에 실력이 없어도 되는 프로그램 많아. 새로운 환경에 빨리 적응할 수 있는 사람이면 돼.#Person1#: 모든 외국어 실력을 요구하는 줄 알았는데. 알려줘서 고마워.",리사는 프로그램에 합격하여 내년에 일본으로 갈 예정이다. 외국어 실력이 없어도 되는 프로그램이 있다고 #Person1#에게 소개한다.,일본 프로그램 준비
train_37_aug,"#Person1#: 안녕, Sue. 시골에서 휴가 보냈어?#Person2#: 응, 고마워. 즐거웠어. 친구들도 같이 갔어.#Person1#: 어디서 묵었어? 호텔에?#Person2#: 아니. Snowdon 근처 산에서 캠핑했어. 모든 식사를 야외에서 피우고 요리했어.#Person1#: . 날씨는 어땠어?#Person2#: 거의 해가 쨍쨍했어. 비도 전혀 안 왔고.#Person1#: 사람들은 어땠어?#Person2#: 다들 정말 좋았어. 농부들도 만나서 집에서 차도 마셨고.#Person1#: 언제? 어젯밤에?#Person2#: 아니. 오늘 아침에. 우린 정말 미친 것 같아 보일걸. 4시 일어나서 출발했고, 9시에 여기에 도착했어. 너무 피곤해. 너는 어땠어? 주말 잘 보냈어?#Person1#: 응, 근데 별로 한 게 없어. 그냥 있었어. 날씨가 별로였거든.","Sue는 시골에서 친구들과 함께 캠핑하며 즐거운 휴가를 보냈으며, 날씨도 매우 좋았다. #Person1#은 주말 동안 집에 머물렀고, 날씨가 별로여서 특별한 일을 하지 않았다.",시골 캠핑과 주말
train_38_aug,"#Person1#: 왜 여자친구가 말하지 않았어?#Person2#: 미안, 네가 있는 줄 알았어.#Person1#: 그래도 그녀와 사랑에 빠졌다고는.#Person2#: 내가 않았었나?#Person1#: 너도, 말 안 했어.#Person2#: 말했으니까 됐잖아.#Person1#: 그래도 말할 수도 있었잖아.#Person2#: 네가 관심 없을 알았어.#Person1#: 정말? 그녀와 결혼할 거라고 말도 안 정말 황당하네.#Person2#: 미안, 않은 줄 알았어.#Person1#: 아휴, 남자들! 똑같아.",#Person2#가 여자친구가 있고 그녀와 결혼할 것이라는 사실을 말하지 않아 #Person1#이 화가 났다.,여자친구 관련 갈등
train_39_aug,"#Person1#: 편하게 있어요. 외투는 제가 받을게요. 저녁 준비 거의 다. 배고프실 테니 많이 드세요.#Person2#: 아르망, 집이 정말 멋져요! 인테리어가 아주. 약간 고딕 스타일인 것 같아요.#Person3#: 저도 정말 감탄했어요! 아르망, 정말 좋으시네요. 집을 꾸밀 생각 중인데, 몇 가지 조언 좀 해주시겠어요?#Person1#: 물론이죠. . 와인 한 잔 드릴까요?#Person3#: 네,!#Person1#: 여기 있습니다. 제 고향에서 직접 가져온 특별한 메를로예요. 독특한 재료가 들어가서 향과 맛이 뛰어나요.#Person3#: . 맛있네요!#Person2#: 제 취향에는 조금. 약간. 약간.#Person3#: 앨런! ! 괜찮아?#Person1#: ?#Person3#: .#Person1#: 너무 독하게 타진 않았길 바라야죠! 식사 망칠 있다고요!",#Person3#와 #Person2#가 아르망의 집에 방문하여 함께 저녁 식사를 합니다. 아르망이 제공한 와인은 #Person2#에게 약간 쓴맛이 나서 기절하게 됩니다.,저녁 식사 중의 사고
train_40_aug,"#Person1#: 나 새 드레스, 어때 보여?#Person2#: 완전 예쁘다. 그런데 가는 거야 아니면 파티?#Person1#: 아니, 학교에서 요청받았어.#Person2#: 얼마 주고 샀어?#Person1#: 70달러에 샀어. 절약했어.#Person2#: 진짜 싸게 잘.#Person1#: . 근데 쇼핑할 동안 너는 뭐 했어?#Person2#: 그냥 TV 좀 보고 책 좀 읽었어. 별로 재미없는 책이라 읽고, 샤워했어.#Person1#: 마이크 보러?#Person2#: 집에 가서 마이크 만날 거야. 걔가 내일 아침에 집에 온대.#Person1#: 그 사고 후에 드디어 집에 돌아올 수 있다니.","#Person1#은 새 드레스를 할인받아 구입했으며, 그동안 #Person2#는 집에서 TV를 보고 지루한 책을 읽다가 샤워를 했습니다.",드레스 쇼핑
train_41_aug,"#Person1#: , 올리비아 있나요?#Person2#: 죄송하지만, 지금 점심 먹으러 나갔어요. 메시지?#Person1#: 네, 저는 해리스입니다. 올리비아에게 제가 영화관 매표소에서 7시 10분에 기다리겠다고 주세요.#Person2#: 알겠습니다, 해리스. 매표소에서 7시 기다리신다고요.#Person1#: , 맞아요. 감사합니다.#Person2#: 네, 올리비아에게 전할게요..",해리스가 올리비아에게 전화했지만 그녀는 부재중입니다. 해리스는 영화관 매표소에서 7시 10분에 기다릴 것이라고 메시지를 남겼습니다.,약속 전달
train_42_aug,"#Person1#: 여보세요, Smith 의사님 병원인가요?#Person2#: 네, 맞습니다. 어떻게?#Person1#: 네, Smith 의사님과 싶은데요.#Person2#: Smith 의사님은 오늘 오후에 집에 가셨어요. 실례지만, 누구신지 여쭤봐도?#Person1#: Jim.#Person2#: 아, 네. White 씨군요. 의사님께서 집 전화번호를 드리라고 하셨어요.#Person1#: 잠시만요. 네, 번호가 어떻게?#Person2#: 번호는#PhoneNumber#.#Person1#: 감사합니다.#Person2#: .",Jim이 Smith 의사에게 전화를 걸었지만 그가 부재중이라 병원 직원이 그의 전화번호를 제공했다.,의사와의 전화 연결
train_43_aug,"#Person1#: , 왜 이렇게 기분이 좋아 보여? 무슨 좋은 일 있어?#Person2#: 당연하지. 기쁘기도 하고 의미도 있지. 아침에 학교 가려고 지하철을, 지하철역에서 의자에 소설 한 권이 놓여 있는 걸 보고 엘리베이터 근처에도 또 하나를 봤어.#Person1#: 정말? 누가 공유하려고 둔 같네.#Person2#: 맞아, 빨간 궁금해졌어. 가는 길에 읽으면서 시간 보내기 딱 것 같아. 나도 내 책을 거기에 놓을 계획이야. 그냥 공유하려고.#Person1#: 좋은 생각이네. 다른 사람들에게 방해되지 않도록 적절한 곳에 두도록 해.#Person2#: 알겠어, 할게.","에드워드는 지하철에 놓인 책을 보고 기뻐하며, 자신의 책을 공유할 계획을 세운다.",지하철 책 공유
train_44_aug,"#Person1#: 다음 주가 네 생일 파티잖아. 너무 신나지 않아? 생일 선물로 받고 싶어?#Person2#: 음, 엄마 차 거 하나 있으면 정말 좋겠어.#Person1#: 음. 차는 아직 좀 무리이지 않을까? 너 아직. 인형은 어때?#Person2#: 엄마, 난 남자애야. 남자애는 인형 안 가지고. 하지만 장난감 총 같은 건 좋아.#Person1#: 그건 좀 어려울 것 같아. 멋진 옷이나 작은 가방은 어때? 아들아, 그래.#Person2#: 내가 이름을 메리로 바꿔야 할까 봐. 엄마가 원하시는 것 같으니까?","#Person2#는 멋진 생일 선물을 원하지만, 엄마는 여자아이에게 어울릴 만한 선물을 주려고 합니다.",생일 선물 갈등
train_45_aug,"#Person1#: 너 아직도 드라마 있어, Nancy?#Person2#: 응. 그거 시작하면 눈을 뗄 없어.#Person1#: 그렇게?#Person2#: 뭐, 배우진은 별로고 줄거리도 인상적이진 않아. 하지만 주연 배우가 뛰어나고 잘생겼어.#Person1#: 이제 쉬어야 하지 않을까? 채널 8번에 축구 경기 하고 있어.#Person2#: 아, 운동 경기 얘기 그만해. 왜 사람들이 그 공 하나 때문에 뛰는지 진짜 이해가 안 돼.#Person1#: 우리가 프로그램을 고를 수 있다면, 나는 다큐멘터리를 볼 텐데. 이런 드라마는 진짜 지루해.#Person2#: 취향은 제각각이지. ' 남의 떡이 더 커 보인다 ' 는 말 적 있어?#Person1#: 그런데 너 거의 5시간 동안 앞에 앉아 있었잖아, 저녁 먹을 때도. 솔직히 말해서 네가 것 같아.#Person2#: 알았어, 봐.","Nancy는 드라마를 보며 시간을 보내고, #Person1#은 축구 경기를 보고 싶어 하지만 Nancy는 드라마를 계속 시청하길 원한다. #Person1#은 그녀가 너무 오래 TV 앞에 앉아 있다고 지적한다.",TV 시청 갈등
train_46_aug,"#Person1#: 나중에 회의 장소에 4시까지 한다고 했지, 맞지?#Person2#: , 절대 늦지 말라고 하셨어. East York 지점에서 오시는 분들한테 인상을 주고 싶어하셔. 너는 어떻게 갈 거야?#Person1#: 차 타고 가려 했는데, 고속도로 공사 중이라 지하철 탈까 생각. 너는?#Person2#: 지하철 탈 거야. 같이 갈래? 나 거기 한 번밖에 안 가봐서 길 찾는 게 걱정돼.","#Person1#과 #Person2#는 회의 장소에 일찍 도착하기 위해 지하철을 타고 가기로 결정했고, #Person2#가 함께 가자고 제안합니다.",회의 참석 준비
train_47_aug,"#Person1#: 런던에서 숙소는 어떤가요,?#Person2#: 음, 좀 어려울 것 같아요. 명의 해외 학생들이 있어서요.#Person1#: 호텔에 게 좋을까요, 아파트를 같이 쓰는 게 좋을까요, 아니면 홈스테이하는 게 나을까요?#Person2#: 처음에는 홈스테이가 더 나을 것, Carla.#Person1#: 아파트 같이 쓰는 건 않나요?#Person2#: 네, 제가 당신이라면 아파트는 피할 것 같아요. 아파트에서는 많이 못 할 수도 있어요. 요리하고 청소하는 데 시간을 많이 테니까요.#Person1#: 홈스테이 게스트 가족에 대해 알 수 있을까요?#Person2#: 캠퍼스에 있는 학생회관에 목록이 있어요. 홈스테이를 찾는 걸 도와줄 거예요.",#Person2#는 Carla에게 아파트는 요리와 청소에 많은 시간을 소비하게 되므로 홈스테이를 추천합니다.,런던에서의 숙소 선택
train_48_aug,"#Person1#: 실례지만 공항이 있나요?#Person2#: 음, 꽤 멀리 있어요. 스마트폰 지도로 보여드릴 수 있어요.#Person1#: 아, 죄송해요, 제 말은 어떻게 가야 물어본 거예요.#Person2#: 상황에 따라 달라요. 빨리 가고 싶으세요, 아니면 저렴하게 가고 싶으세요?#Person1#: 아마도 후자가 나을 것.#Person2#: 좋아요. 한 블록 내려가서 12번 지하철 역이 보여요. 12번 지하철을 쭉 타고 가다가 Grove Street에서 공항 급행열차로 갈아타세요.#Person1#: 갈아타야 하는지 어떻게 알 수 있을까요?#Person2#: 열차에서 안내 방송이 있을 거예요. 하지만 큰 여행 가방을 들고 있는 사람들이 많을 테니 따라가시면 될 거예요.",#Person1#이 #Person2#에게 공항까지 저렴하게 가는 방법을 묻습니다. #Person2#는 #Person1#에게 지하철을 타고 공항 급행열차로 갈아타라고 안내합니다.,길 안내
train_49_aug,"#Person1#: 대학 리더 역할 해본 적 있어요?#Person2#: 네, 학교에서 장관이었어요.#Person1#: 학교에서 상이나 표창 적은요?#Person2#: 아니요, 아쉬워요.#Person1#: 대학 동아리 활동도 했어요?#Person2#: , 농구 동아리 회원이었어요. 농구를 좋아해요.#Person1#: 보통 대학에서 과외 활동을 했어요?#Person2#: 가끔 농구도 하고 가끔 축구도.",#Person2#는 대학교에서 선전부 장관을 맡았고 농구 활동에 참여했다고 말합니다.,대학교 활동 경험
train_50_aug,"#Person1#: 당신은 묵비권을 행사할 권리가 있습니다. 당신이 것은 법정에서 불리하게 사용될 수 있습니다. 질문을 받을 때 변호사를 권리가 있습니다. 만약 변호사를 구할 여유가 없다면, 변호사가 제공될 것입니다. 이해하셨습니까?#Person2#: .#Person1#: 어떻게 되시죠?#Person2#: 제 이름은.#Person1#: 국적은 어떻게?#Person2#: .#Person1#: 어떤 관계인가요?#Person2#: 그 사람을.#Person1#: 왜 피해자를?#Person2#: 그가 제 가방을 빼앗으려 해서 저지하려다가 그에게 맞았습니다.#Person1#: 피해자를 몇 찔렀나요?#Person2#: 그의 배를 세 찔렀습니다.#Person1#: 이런 행동이 심각한 부상이나 사망을 초래할 수 있다는 것을 알고?#Person2#: 알고 있었지만, 제 자신을 통제할 없었어요.#Person1#: 피해자를 죽이려는 의도가?#Person2#: 아니요, 저는 의도적으로 그를 게 아닙니다. 그 사건은 그가 일으킨 겁니다. 변호사를 만나봐야겠어요.#Person1#: 알겠습니다. 변호사의 전화번호를 주세요. 연락하겠습니다.",#Person2#는 피해자가 먼저 가방을 빼앗으려 했다고 주장하며 그를 찔렀다고 합니다. #Person2#는 고의로 죽이지 않았다고 주장하고 있습니다.,심문
train_51_aug,#Person1#: 어떤 하고 싶으세요?#Person2#: 전 매니지먼트 관련 일을 하고 싶어요. 제가 3년간의 경력이.#Person1#: 고용된다면 어떤 계획이 있으신가요?#Person2#: 저의 전문성과 경험을 바탕으로 일하면서 점차 이 회사의 관리직으로 올라가는 게.,#Person2#는 #Person1#에게 이상적인 직업과 고용되었을 때의 계획에 대해 설명합니다.,면접 인터뷰
train_52_aug,"#Person1#: 여보세요, 저는 링컨 은행의 루시. Mr. Was와 통화할 수 있을까요?#Person2#: 네,.#Person1#: 안녕하세요, Mr. Was님. 새로운 신용카드 때문에 전화 드렸어요. 저희 은행에 도착했습니다. 직접 수령하시거나 보내드릴 수 있습니다.#Person2#: 필요 없어요. 오늘 오후에 개인 은행원과 미팅이 있어서 그때 갈 예정입니다.#Person1#: 정말 좋은!#Person2#: 그러게요. 수령하기 제가 해야 할 일이 있을까요?#Person1#: 특별한 건 없어요. 하지만 혹시라도 마음에 들지 않는 부분이 있을 수 있으니, 서명 전에 약관을 한 번 걸 추천드립니다.#Person2#: 괜찮을 겁니다. 그럼 제 비밀번호는 되나요?#Person1#: 그건 근무일 기준 2일 내로 발송될. 그 후에 새 카드를 사용할 수 있습니다.#Person2#: 알겠습니다. 그럼 오늘 오후에 뵙겠습니다. 주셔서 감사합니다. 안녕히 계세요.","루시 징이 Mr. Was에게 그의 새로운 신용카드에 대해 전화했습니다. Mr. Was는 카드를 직접 수령할 예정이며, 루시는 그가 카드에 서명하기 전에 약관을 다시 읽어보라고 권장했습니다.",신용카드 수령
train_53_aug,"#Person1#: 책 감사합니다.#Person2#: 괜찮아. 그런데 이 책은 좀 어려울 수 있어서 사전이 옆에 좋을 거야.#Person1#: 근데 소설 읽을 때마다 단어를 다 찾아보는 건 익숙하지 않아서, 정말 필요한 단어만 찾아볼게.","#Person1#은 #Person2#에게 책을 빌렸고, 중요한 단어들만 찾아보며 읽을 겁니다.",책 대여
